Feature,Importance
APPL2,0.05496492
OPA3,0.054939393
IQCA1,0.05480451
C14orf178,0.054698505
C10orf50,0.0546558
BUB1,0.05465027
GNPAT,0.05457616
ESCO2,0.0545737
SLC2A14,0.05439781
PLCH2,0.05438886
MKNK2,0.05437931
PSMB8,0.054320596
PLLP,0.054309923
DCBLD1,0.054206572
CECR6,0.054106254
OSBP,0.053929392
SLC39A2,0.053919327
SDHAP1,0.053858973
KIAA1731,0.053836472
SUV39H2,0.053815123
CYP4F3,0.05371171
CYFIP1,0.053686075
MMP11,0.05365303
STIL,0.05350763
FAM149A,0.053497583
TTC9,0.05338783
NUDT15,0.053309575
TMEM88B,0.05328896
ABHD14B,0.053220186
NCRNA00189,0.05315125
DHX36,0.053071436
MRPL10,0.05303557
FRAS1,0.052987624
TEDDM1,0.052934226
JRKL,0.05286333
VANGL2,0.052859902
MYOC,0.05280279
TCAM1P,0.052657638
LMTK3,0.052595567
BCL2L15,0.05258313
SMARCC2,0.052520152
LOC441089,0.05250993
HOTAIR,0.052432764
UCA1,0.05240791
NAA40,0.052386317
SGOL1,0.052334387
TMEM202,0.05231741
CLDN6,0.052280247
ATP11A,0.052185714
NEK2,0.05217994
VAPB,0.052106846
HMGA1,0.05208371
LOC400794,0.052064903
GJA3,0.051996235
C21orf125,0.051972795
ZFYVE1,0.051728316
ATP5G3,0.051660698
LOC645752,0.05165041
AMY2A,0.051642194
C3orf64,0.051641393
PPP1R1A,0.051575925
ZNF672,0.051569376
RAC2,0.05154998
ZNF397,0.051535692
SLC37A3,0.05152567
SPRR1B,0.051513404
DHRS1,0.05142457
PELI2,0.05136005
TMEM86A,0.051295202
KIF20B,0.051214285
PYROXD1,0.05116915
MUC16,0.05116521
GOLGA8F,0.051089846
KIF2B,0.051060688
BTNL9,0.051041033
CASP12,0.05092223
GPR141,0.050854933
GSDMC,0.05079964
MAPRE1,0.050677784
CHRNB2,0.050671585
PYDC2,0.050666578
TSPYL1,0.050617304
OR8D2,0.050587546
PRIM2,0.050431423
C15orf23,0.050429758
MSH6,0.05036658
PRDM7,0.050294477
C9orf156,0.050260764
CALM2,0.05025091
PTTG3P,0.050244965
ROD1,0.050212692
ADAMTSL4,0.05009006
CD300LD,0.05008778
ABCC6P1,0.050059773
CYTL1,0.050046235
GPR89C,0.050021652
CRIM1,0.049999103
C21orf90,0.04998566
ATP6V1G1,0.049943205
ZBTB7A,0.049930967
tAKR,0.049893465
SGSM1,0.049858533
C12orf71,0.049856447
FAM189B,0.049750894
PATE2,0.049743168
DEFB123,0.049564037
DIDO1,0.049547903
KIAA0494,0.049547832
KRTAP4-3,0.04951723
IFITM4P,0.04945155
CPSF3,0.049435597
RRN3P1,0.049404085
LOC728190,0.049401004
POP4,0.049394697
KDM4D,0.049373314
FMNL2,0.049364623
KIF11,0.04932284
LSM12,0.049278274
NUCKS1,0.049202595
TMC1,0.04918243
CCNB2,0.04917623
C16orf54,0.049159613
FGF12,0.04910925
NLRP1,0.04907574
SIGLECP3,0.049065325
RAB39B,0.04906239
SULT2A1,0.04901749
GCNT1,0.048989225
SMC4,0.04888008
SALL4,0.048817817
DEPDC5,0.04880091
LIN9,0.048788756
LOC100129534,0.04878359
C19orf28,0.048738964
CCDC85A,0.048683252
KIAA1383,0.048680596
CTTN,0.048652627
RBL2,0.048634287
SLC38A11,0.048622545
TOP2A,0.048595425
PPIAL4B,0.048537638
CLPS,0.048524346
KLHL15,0.048519623
TPM3,0.04848258
CLEC9A,0.048461318
PRRG4,0.04845549
C19orf29,0.04843945
MPP3,0.048411466
ATP6V0A4,0.048395265
PXDNL,0.048342418
ATP2B4,0.048335385
MUS81,0.048332762
FKBP4,0.04829665
?,0.048288397
EPHB1,0.048253465
SIRPD,0.048244603
DGKK,0.04823867
SPAG8,0.04822862
AFG3L1,0.048220906
MACROD1,0.048150145
HINFP,0.048136786
SNX10,0.04812728
FAM167A,0.04812135
SLC26A1,0.04810406
ERBB3,0.04805406
TLX1NB,0.048033465
EPGN,0.04800941
EIF3I,0.047989685
SMTNL2,0.047928248
INSM2,0.04792721
ZNF845,0.047926765
SIK1,0.0479203
MMRN2,0.047875956
OGG1,0.04781913
SEC16A,0.047807608
ABCG1,0.047805466
RGPD5,0.047781702
FXYD1,0.047763634
ABI1,0.047761258
MTMR2,0.04774346
ZC3H15,0.047733355
DDB1,0.047697425
CASC5,0.047668997
PIGA,0.04766251
SMPD1,0.047662202
ZC3H7A,0.04765908
LOC116437,0.047622144
LAPTM4A,0.04762139
ITGB8,0.047578685
ZNF404,0.04748787
NUSAP1,0.04745634
DARS,0.047434382
GAD2,0.047390055
HPX,0.047388762
VARS2,0.047374792
MCM10,0.047373585
MMP7,0.047358934
TREML2,0.04734445
CCNA2,0.04731604
MOXD1,0.047295243
DSCAML1,0.047227655
ZNF510,0.047199823
IGSF9B,0.047158632
TIMM50,0.04712603
SLC39A1,0.047119472
TNFRSF21,0.04710046
KLK9,0.04707819
SHF,0.04702566
P2RX6,0.046912733
RCL1,0.046912707
BCAS2,0.046899248
EXO1,0.0468957
MTBP,0.046895225
WDR3,0.046888124
PIP5KL1,0.04688626
PDE9A,0.04687825
MBL2,0.046872385
CFDP1,0.046868682
CD86,0.046850286
AKR1CL1,0.046846513
ACIN1,0.046758395
GADD45G,0.046686765
AANAT,0.04667837
VGF,0.046660703
DOM3Z,0.04663401
TRDMT1,0.046611324
WTIP,0.046610415
DNHD1,0.046578906
FGF9,0.04655662
SLC9A1,0.046553914
PMS2,0.04653435
FOXG1,0.04652171
SVIL,0.046494413
HN1,0.046481
CYP39A1,0.046443563
FAM64A,0.046439264
CDCA8,0.046438657
KCNS2,0.046396844
CENPC1,0.04639567
HERC2,0.046380933
FER,0.046380565
PDIA2,0.046350934
FAM19A1,0.0463385
C20orf177,0.046306167
CLCN4,0.046296924
KIF9,0.046296187
NOD1,0.046294075
CREBZF,0.0462794
PCMTD1,0.046254817
FAM59A,0.04625268
HAS2,0.046236023
MARS2,0.04618564
CNTN3,0.046183232
PTTG1,0.046179164
SNORA39,0.046169452
FLJ36000,0.046124958
SMPD3,0.046082128
ZNF615,0.04605656
U2AF1L4,0.046053108
CCL21,0.046013787
CCNE1,0.045962825
CYP21A2,0.04595375
GATAD1,0.04595291
BLM,0.04594587
ABCA13,0.045869354
RGPD1,0.045816846
AGXT2L1,0.045788594
FAM72A,0.045777
MPZL2,0.045761116
CHMP4C,0.045720704
ICA1,0.04568058
SLC5A12,0.045677904
TRAPPC10,0.045669142
ACCN1,0.04565369
VRK2,0.045649603
ZNF782,0.045629732
PWRN2,0.045594558
SLC25A20,0.045587726
SELV,0.045560494
VWA5B2,0.04554813
STX16,0.045542795
HTR1B,0.045488324
C11orf82,0.045487158
JDP2,0.04539402
DLGAP5,0.045383207
SCARNA7,0.045362655
KIAA0754,0.045359302
NOG,0.04535458
LIPG,0.0453049
SFTPC,0.04527524
TARBP2,0.045270745
DNAH8,0.045226075
SOX11,0.04520782
ARHGEF33,0.045167018
ZFATAS,0.04513376
CHRNA3,0.045109645
PKDREJ,0.04506438
PDE4B,0.04501891
VAMP1,0.045015384
NEFM,0.045007337
ERN1,0.044991303
SPATA3,0.044956837
RAB40B,0.04495581
ANKRD36,0.044950947
FAM60A,0.04492549
NCALD,0.04492188
SLC16A4,0.04492156
HOXA6,0.044902034
ATP2A3,0.04488723
SLFN14,0.044884197
C1orf85,0.04487628
PDZD9,0.04485597
CCDC7,0.044854015
SLC8A3,0.044828855
TUBA3D,0.044810668
NCRNA00204B,0.04480057
HEPHL1,0.044790186
CRLS1,0.044722047
GTF2IRD2P1,0.044715766
LOC91149,0.04466099
KIF14,0.04463838
SLC30A10,0.0446025
CLEC12B,0.044586916
DIO2,0.044577707
CSF1,0.04456783
TCP11,0.044553023
DSG4,0.044537865
CTNNB1,0.044526435
ATP8A1,0.044516727
C4orf27,0.04451618
NAV3,0.044476967
NFIC,0.044475507
DGKB,0.044457458
IFFO1,0.044439986
LDHB,0.04443067
FCAMR,0.044425167
CHRNB1,0.04442087
KLHL14,0.044419702
FANCA,0.044401612
CLVS2,0.04436928
GPHA2,0.04436306
PCP4,0.04435066
SLITRK6,0.044343427
SLC37A1,0.04430143
CREB3L4,0.04423538
KLHL1,0.044222724
KIFC1,0.044192668
PTPRN2,0.044185434
ARMCX2,0.04416155
ARFIP2,0.044159092
PNPLA8,0.044138238
C2orf72,0.044131648
ADORA2A,0.04411629
DOK4,0.04410148
KCNE1,0.04408687
ENKUR,0.044082787
SKIV2L,0.044081833
DENND2D,0.044053186
IGBP1,0.044045582
BTN3A2,0.044036914
SNORD8,0.04402752
C2orf43,0.04400449
TLR8,0.04399537
ZNF350,0.043984625
C10orf55,0.04396158
PPP1R8,0.0439355
ZNF446,0.043916218
SNAP25,0.04387074
PGM2,0.043840688
TWIST1,0.04382287
CLEC4GP1,0.043810636
ITPKB,0.043807346
PMS2L3,0.043797795
PCDHGB3,0.043790605
SLC43A2,0.04375294
HSFX2,0.04373714
SSH3,0.043722138
FAM118A,0.04371212
KIFAP3,0.043702587
XKR7,0.0436963
TIGD3,0.043687213
TNFRSF10C,0.04366643
NMT2,0.0436348
RASGRF2,0.043634623
SRPR,0.043633986
NFRKB,0.043627843
MPPE1,0.043597143
DNTT,0.043596007
HAS1,0.043565053
SYTL3,0.04354414
MGC21881,0.04349109
HMP19,0.0434892
AK2,0.043437064
TMEM123,0.04342152
PLGLB2,0.043344803
MASP2,0.043332864
PSMD7,0.043313697
BREA2,0.04330732
ZSWIM1,0.043293446
ALB,0.043249134
LCNL1,0.043243214
MAGEA8,0.043232713
CNNM1,0.043224886
C12orf32,0.043222107
PDIA6,0.043215863
TTK,0.043162104
SCARNA17,0.04315081
WIPI1,0.04314572
KCNK7,0.04313875
CKS1B,0.043125045
USP13,0.043096386
ZNF804A,0.043080788
ACVR1B,0.043054655
OR9A4,0.04303742
PSMB4,0.043024305
DDIT3,0.04301137
KRT38,0.04297938
FTH1,0.0429713
WBSCR27,0.04296944
PANX1,0.04295774
FUT2,0.042946428
ANKRD36BP1,0.04294583
KIAA0040,0.042861752
FAM76B,0.042861104
S100A11,0.042842653
FAM83D,0.042831197
ANXA6,0.04282608
C20orf144,0.04282095
PRPF19,0.04279116
PTENP1,0.042776365
PHF17,0.042747635
C3orf55,0.042744946
PLA2G6,0.042742644
RAB4A,0.04273838
RPGRIP1L,0.04273007
TEP1,0.04272386
PM20D2,0.042723242
CBFA2T3,0.042720903
FOXD1,0.04271907
RIMS2,0.042717844
SEC31B,0.042706527
DPEP3,0.04270211
ADAM33,0.042677183
C20orf199,0.042675283
SUMF2,0.04267145
CLK4,0.04266742
TRIM43,0.04265711
OR1L6,0.042625334
EMR4P,0.04262387
C20orf111,0.04261167
OR2C3,0.042589128
ZNF276,0.042585485
VANGL1,0.042584173
C12orf66,0.042570166
LOC285501,0.04254732
E2F2,0.042539183
ZNF558,0.042522587
GIP,0.042517178
CCDC77,0.042511057
OTOA,0.042501893
KCNB1,0.042482715
SLFN13,0.042481113
SASH1,0.042455025
ADAP1,0.042435657
UBTD2,0.042428132
HMGN3,0.04242182
TDGF3,0.04239128
CYP4F12,0.04238947
RAB9BP1,0.04238333
PMPCB,0.04237351
WEE2,0.042363897
C1orf84,0.042355113
MYD88,0.042347096
TMEM54,0.042342205
ATP5SL,0.042337313
WNK4,0.042316176
CCDC150,0.04230465
RFC4,0.04230216
LGR5,0.042296242
FGD5,0.042289477
NPHS2,0.04228422
SLC35F2,0.04226446
LOC100216545,0.04223668
LUZP6,0.04223415
FLJ42627,0.042232934
ZNF362,0.0422257
STC2,0.04218182
C20orf71,0.04215528
LOC730811,0.042148616
RBBP4,0.04213376
ZMYM4,0.04212369
C16orf70,0.042097967
DCAKD,0.04207499
HTA,0.04207227
TTLL4,0.04207121
CENPI,0.042040616
SCO2,0.042035162
ZNF238,0.042022068
NKAIN2,0.042009465
ARID1B,0.042009007
MAT2A,0.04198906
PCDH20,0.04196999
DSG1,0.041962568
PHTF1,0.041904412
SYN1,0.04190157
KCNRG,0.0418965
ACBD7,0.04188279
TMEM176A,0.041880574
GJB3,0.041880064
LAYN,0.04187315
ZNF335,0.041871924
TNS4,0.041857067
HIST1H4F,0.04184279
ERO1L,0.04179527
EFCAB2,0.04179113
TRIM4,0.04179041
EGFL6,0.04178722
ACER3,0.04176045
ZNF415,0.04174817
PHF1,0.041738816
HMGCS2,0.041716862
KRT13,0.041706305
CRISP3,0.04170238
HIST1H2BB,0.04169177
MXRA5,0.0416902
FANCL,0.041686893
C1orf198,0.04168674
CENPN,0.041686304
HNRNPH3,0.041679457
DTL,0.04164349
PTPN6,0.041620072
GNA15,0.041615084
H2AFY,0.04160481
HDGF,0.041592445
GJB1,0.041588455
FAM155A,0.041581705
STMN1,0.0415555
DYNLL2,0.041551456
BTBD3,0.041533552
METTL14,0.04152979
ZDBF2,0.041516416
PHF21B,0.04151592
TGS1,0.041493814
HEXIM1,0.041484613
SLC13A3,0.04147821
SCARNA22,0.041443344
PPP1R14C,0.041407257
GNPNAT1,0.041391227
BOD1L,0.04138624
LOC654433,0.04135588
RNF208,0.041352596
C5orf52,0.04134841
OR13C2,0.04130408
OR7C1,0.04125025
PHLDB1,0.04124456
CTNNBIP1,0.041230775
CYS1,0.041230302
DCTN2,0.0412224
ANKRD12,0.04121719
SARNP,0.04121491
GPN1,0.04120915
LOC100131496,0.041202195
OGT,0.041194305
KIAA1804,0.041148726
ARL6IP1,0.041146237
NAPG,0.041143905
C4orf32,0.0411439
TAF11,0.041079357
MARCKSL1,0.041068077
BSN,0.041066717
KDM5B,0.041054107
RPN2,0.041005135
INSL5,0.040991012
CCT4,0.04098853
FBXO31,0.040983412
LOC550112,0.04098075
SAP130,0.040957686
BIRC5,0.040942863
ZNF326,0.040937603
ZKSCAN4,0.040935747
VPS11,0.040911626
RBP1,0.040905196
PLBD1,0.04089179
LDB1,0.040891018
PMS2L11,0.04088777
CASP1,0.04088288
CDH7,0.04087742
CDCA3,0.040869452
FAM162A,0.040848482
?,0.040837828
PNO1,0.04082345
SPAST,0.040779915
ZNF846,0.040776517
DUSP10,0.040761925
SFTPA2,0.04075565
THRB,0.04074806
GHR,0.040734686
CD226,0.040731583
SERPINA9,0.04073048
PPARGC1B,0.040713362
HSPA1L,0.040693328
SCYL2,0.040685493
ESR2,0.040668283
PEAR1,0.040639434
CLCA2,0.040638324
LOC286135,0.040635258
FAM19A4,0.040632997
LOC348840,0.040628213
TDRD12,0.04061382
CPS1,0.040560428
KIAA0319L,0.0405573
SLC2A9,0.040550943
MMP3,0.040545247
DEFB127,0.040542442
TMEM74,0.0405398
ILKAP,0.040529262
IER3,0.040519953
ATXN3L,0.040514026
ZNF142,0.04046522
GTPBP3,0.04045479
C14orf135,0.040414136
C17orf88,0.040387657
VWF,0.040374026
SMPDL3B,0.04036474
MAGEA6,0.04033756
ZNF235,0.040335644
PGBD2,0.04032114
NOS2,0.040310662
OR4F21,0.040310442
TBC1D13,0.040293604
C8orf31,0.04028374
NFX1,0.040269032
CHCHD3,0.040264953
CYP2C19,0.040255647
TTC31,0.040241618
TMEM194B,0.04021748
GZMA,0.04019147
SLC7A6,0.04015976
CLIC4,0.04015868
FAM129C,0.040151898
FAM46D,0.040146902
DNASE2B,0.040140923
C7orf46,0.040110942
SSB,0.04009196
FAM19A3,0.04005665
CKAP5,0.040032513
SLC22A11,0.040004063
ETS2,0.039997544
CDK5R2,0.039976284
BZW1,0.03997411
IGFL1,0.03994728
CCDC60,0.039930575
DCAF16,0.039913546
RPL21P44,0.039894525
ZFR,0.03987548
KIF2C,0.03987483
ALS2CR4,0.039866474
FER1L5,0.03982465
C10orf27,0.039808467
ZNF497,0.03980792
CCDC99,0.039800573
KIF18A,0.03979442
FOXN1,0.0397929
PRX,0.03978094
LOC442454,0.039780848
INTS7,0.03977016
MDK,0.039768778
PDCD5,0.03976799
LYL1,0.03976548
TRIM39,0.039754998
LOC100190939,0.039753478
PART1,0.03973601
HNRNPU,0.03973361
C9orf86,0.039722558
CRYZL1,0.039709218
BOLA2,0.039705835
OR5AU1,0.039695736
OR51T1,0.039692823
OSBPL10,0.039670054
NCAPH2,0.039650124
PM20D1,0.03964513
SEPHS1,0.039626434
LRAT,0.039620712
MARCO,0.039600182
VEGFB,0.039565742
TNNI1,0.03955932
C1orf115,0.039523218
AQP9,0.039521016
DNM1,0.03950601
GPR156,0.039501265
ZC3H13,0.039500684
C1orf163,0.039492395
CHGB,0.039490595
TEX10,0.039479338
OPN3,0.03947899
SLFN5,0.039476663
NDUFA10,0.039449472
C8orf12,0.039434657
SFRS5,0.03943239
MFNG,0.039426524
WDR65,0.03941467
MAMSTR,0.03941013
NPEPL1,0.03938992
SLC1A1,0.03938912
NCRNA00181,0.03936664
RAB6C,0.039359123
TGFBR3,0.03935582
HEATR2,0.039354023
HIST2H2AC,0.039353516
HSPB8,0.03934744
TAF6,0.039342787
CSAD,0.039339107
SPATA16,0.03931835
PRAMEF1,0.039311588
SERINC4,0.039289236
GPR31,0.039278116
MYCNOS,0.039278015
MRAP2,0.03926468
PTCHD2,0.03925568
C9orf123,0.039254896
FUCA1,0.039254293
ACAP1,0.039246704
MEP1A,0.039207127
ZNF883,0.039196532
UQCRB,0.039184913
GYPE,0.039181955
SLC25A18,0.039166655
STMN3,0.03916056
LOC284232,0.03915546
ZCCHC18,0.039141577
ACCS,0.03910011
ZNF30,0.039092716
C3orf10,0.039084706
CERKL,0.039083995
C8orf84,0.0390816
VSIG2,0.039077587
HDAC11,0.03906861
NNT,0.03905523
RNF10,0.03904721
GABRB3,0.039032362
C12orf69,0.039025076
FAM105A,0.03902193
POU4F3,0.0390106
GPR3,0.03900689
ULBP2,0.03897879
ARHGEF2,0.038968377
ATP13A1,0.038958814
DYDC1,0.038954835
MRPS30,0.038952194
FAM53C,0.038931374
MLL4,0.038924627
PLCL2,0.03891396
C10orf58,0.03891215
ARGLU1,0.038907662
C14orf70,0.03887935
SDCBP,0.03885929
UGP2,0.038845558
ERCC6L,0.038844638
LOC147804,0.038837142
S100A3,0.038827937
KRTAP3-1,0.03879782
C7orf31,0.038786445
SLMO2,0.03878062
CTNNA3,0.038776133
NOL11,0.038768232
MAK,0.038748026
NBL1,0.03874396
LRRN2,0.03873588
PDK4,0.038735855
MGC87042,0.038731374
PNMA2,0.038730815
ATL2,0.038723946
TRIB1,0.038721405
GPR83,0.0387166
RPS15,0.03870147
ETV6,0.03869863
IQGAP1,0.03869061
ACTL6B,0.0386828
SETD6,0.03868066
LIPM,0.03867588
SELP,0.03866643
GPSM2,0.038660757
CCDC137,0.03865573
P2RX1,0.038633257
TRIM67,0.03860752
CAPRIN1,0.038590264
VSIG4,0.03858414
AKIRIN1,0.038578317
ZNF271,0.0385756
AP3D1,0.038561877
AMELY,0.038554773
HIST1H2BN,0.038544584
CARTPT,0.038532548
PDZRN4,0.038529184
RUNDC1,0.03852811
OR5AP2,0.038523972
SNTG1,0.038512003
TSGA14,0.03851107
HMGN2,0.03850984
OR4C45,0.038508993
FRMD4B,0.038505998
C3orf70,0.038487077
CDC73,0.03848496
AMDHD1,0.038480394
SGOL2,0.038467307
ZCCHC6,0.03846674
SMPDL3A,0.038462266
STARD6,0.038459066
WNT16,0.03844593
RLTPR,0.038433895
ASB8,0.0384062
CENPL,0.038403194
PGRMC2,0.038393788
CYBRD1,0.038388394
SARDH,0.038382832
CLEC7A,0.03837855
TM4SF18,0.03837647
LOC441601,0.03836157
STAB2,0.038357865
LOC645332,0.03835253
ALDH9A1,0.038345754
AGFG2,0.038338784
WDR36,0.038337715
CATSPER2,0.03833005
STX5,0.038321853
LOC339674,0.03831675
C4orf12,0.03831598
MMP12,0.03829236
CCDC63,0.038291845
RNF182,0.038285386
HJURP,0.038271174
CSTF1,0.03826529
MOBP,0.038256668
CCDC149,0.038255807
PIWIL4,0.03825061
RRN3P3,0.038248215
KRT25,0.0382435
S100B,0.03824306
LOC84856,0.038236775
KCNK17,0.03822869
GBP6,0.03822637
C19orf40,0.038223054
CLU,0.038206484
OLAH,0.038205627
USP29,0.038203698
THUMPD2,0.038181987
GLIS1,0.038179662
C1orf96,0.038179133
LOC415056,0.038175758
STL,0.03817266
EIF4E1B,0.038146004
CD5,0.038143404
TREML4,0.038143165
TTC9B,0.038130797
ZNF839,0.038125347
EZH2,0.03811851
KIAA1377,0.038107976
PSRC1,0.038103007
MARCH8,0.03810077
SLC7A7,0.038090646
ACOT7,0.038089223
C1orf114,0.038076855
ERI1,0.038064234
ATP5J2,0.03806385
LOC100131434,0.038060725
GOSR2,0.038049992
FBLIM1,0.038032584
CDC7,0.038028453
LOC253039,0.03802269
ZNF195,0.03801305
AMPD2,0.037995514
WBP11P1,0.03799155
OR6W1P,0.03795221
FAM189A1,0.037939377
SIDT2,0.037922956
C2CD2L,0.03791824
ST7OT3,0.037917476
KRT37,0.03791104
HRASLS5,0.037899535
PNPLA2,0.03787087
SLC22A8,0.0378677
ISLR2,0.03786642
SDHAP3,0.037859663
ZFAND3,0.03785386
NPNT,0.03785186
MOBKL3,0.037849624
WFDC3,0.037830167
ACO1,0.037828263
LOC285830,0.037817635
NLRC4,0.037810944
HP,0.037805762
LCLAT1,0.03779088
GPR25,0.03777777
ITGA8,0.03777505
UQCRFS1,0.037768044
FAM47E,0.03776415
HCG4,0.03775735
KIF15,0.03775197
CDC42BPA,0.037734907
RANBP17,0.03771098
C3orf38,0.03770967
ZNRF4,0.037706684
SSTR3,0.037706517
DCAF4L2,0.037703812
CDK2AP2,0.037702464
TMEM233,0.037695054
POU5F2,0.037674353
LASS3,0.037666447
DNER,0.03765167
LRP6,0.03764118
GPC2,0.037622936
SDC1,0.037621394
ASAH2,0.03759988
ASB7,0.037571643
TMEM52,0.037562467
DCBLD2,0.037555873
MIF4GD,0.037534736
NRCAM,0.03753447
KIAA1524,0.03752918
LRRC4B,0.037519738
AURKB,0.037513096
RPL32P3,0.037512727
PRSS21,0.03750344
OSTalpha,0.037495624
FAM40A,0.03747754
LMNB2,0.037473623
VPREB3,0.037464872
CEP57,0.03745081
TESK1,0.03744383
FAM43B,0.03742733
SLC35E2,0.037424758
LDLRAD3,0.037420705
KLHL23,0.037414018
C1orf57,0.03741145
SLC1A7,0.037409134
RCAN1,0.037406523
SUCNR1,0.0373972
DPT,0.037393007
EIF2A,0.037388943
CALHM1,0.037353806
PDE4DIP,0.03735256
C21orf45,0.037347656
CCDC138,0.037341185
OR1N2,0.037337404
TUBA3C,0.037332214
CKAP2L,0.037329413
KLF9,0.03732143
C14orf53,0.03732075
MEA1,0.037317343
SLC10A1,0.037316576
CXCL12,0.037298962
C14orf156,0.037298452
SLC25A38,0.03729288
NSL1,0.03728805
IL27,0.037283685
SIRT7,0.0372772
TDRKH,0.037265845
TAS2R8,0.037263043
WNT9B,0.03724773
SCN2B,0.037245844
DLGAP1,0.03724158
MIDN,0.037234638
HCG27,0.03723413
ALKBH7,0.037231896
CXorf56,0.037219606
HRSP12,0.037216093
OTUD7B,0.03720036
YPEL4,0.03719699
LASS2,0.037184883
LRTM1,0.037183683
C19orf59,0.037182532
LOC650623,0.037172653
ZNF266,0.037171718
SRPK1,0.037169136
BAZ2A,0.037163552
GATC,0.037157148
HIST1H2AC,0.037152737
ACTL8,0.03715075
NGFRAP1,0.037147656
ATF6B,0.037145138
C1orf150,0.03713967
TRIM49,0.03713705
ACO2,0.037134986
GABRG2,0.037133526
ZNF324,0.03713224
PHLDA1,0.037127227
GPRIN3,0.037118748
HIF3A,0.03709478
TMEFF1,0.0370923
KGFLP2,0.03707801
SEPT7P2,0.037075616
POC5,0.037072986
SLPI,0.03706218
CORO1C,0.037060026
MEP1B,0.037058596
LOC652276,0.037040424
C9orf144B,0.037025087
RAET1L,0.03701932
GBP4,0.0370103
MTTP,0.036998875
LGALS9C,0.036992077
CRAMP1L,0.03698192
PPA1,0.036975875
MYH9,0.036966745
SOS1,0.03696024
CDRT4,0.036958385
CISH,0.036957845
PEX1,0.03695351
HAUS6,0.03693978
TULP4,0.03692683
OR4C3,0.036922615
LHX8,0.036910877
AQP11,0.036906023
C14orf162,0.036897715
LOC146880,0.036894657
IQSEC2,0.036887348
SPTBN5,0.036883894
ISOC2,0.036860976
APOL5,0.036860913
LOC100129387,0.03684422
NUDT2,0.036839526
C14orf109,0.036833275
SDHA,0.036809042
FH,0.036806498
PARP6,0.03680436
CCDC54,0.03679755
CSAG1,0.036792878
POLG2,0.03678995
FKBP1A,0.036785476
ZNF571,0.03677136
TCF19,0.03677115
SERPINB4,0.03677109
KRT10,0.03676079
LOC442308,0.036759652
NCAPD2,0.03675796
POLR3A,0.036749963
ZFP161,0.036742546
EXOSC10,0.036742255
EDDM3B,0.036738664
SLC13A2,0.036713645
C3,0.03670896
MTMR14,0.036704164
KISS1R,0.036700796
ASF1A,0.036695782
UBA7,0.036680512
LOC283731,0.036676046
OR8D1,0.036673084
SCN4B,0.03665977
EIF2B2,0.036648273
IRGM,0.03663401
UNC80,0.036630664
MAPK7,0.036625266
TBC1D29,0.0366039
PRPF8,0.036599576
CHRNE,0.036597397
FBXO17,0.036591142
SLC4A10,0.03658523
ANKRD13C,0.03658201
LY6H,0.0365819
GTF3C3,0.036570627
SFRS13A,0.03655686
CYP3A7,0.036548983
ST3GAL4,0.036538724
MORN1,0.03653842
HTR1D,0.036519926
