Feature,Importance
MGC16275,0.047609437
CACNG7,0.047581542
NOS1AP,0.04755519
CPLX2,0.047540747
EXPH5,0.047533542
CLDN23,0.047509212
ACCN5,0.047507413
TSKS,0.047433395
ERCC3,0.047431536
CEP57,0.047423776
SORD,0.04740059
C22orf43,0.047397286
TXNDC9,0.047371786
CYBRD1,0.047355846
AKR1E2,0.047353234
MBLAC1,0.047352534
ATPIF1,0.04731919
GUCY2C,0.047276743
ZNF878,0.047250338
PSD2,0.04724129
PACRG,0.04722453
CTSL3,0.047209248
DLGAP4,0.04720898
PLK4,0.04719523
IQCF5,0.047179878
ANXA8L2,0.04716377
CD207,0.0471614
PTPN5,0.047154732
SCG2,0.047142535
CIB2,0.047122497
PEAR1,0.04710252
LOC340508,0.047101844
H2BFM,0.047082
GPX6,0.047076065
ICAM1,0.047059074
FAM71A,0.047053277
CISD3,0.04701633
PTPN7,0.046998464
SSTR2,0.046980023
C15orf59,0.046971656
TRIM61,0.04695779
KLRC3,0.046948425
FAM173A,0.046930347
C17orf81,0.046927176
DPH1,0.04692466
ZNF580,0.04691539
NLRP8,0.046907123
TBC1D13,0.046862535
NBL1,0.046861146
THAP9,0.046841823
ENTPD5,0.04683695
PAK1IP1,0.046825454
LEPR,0.046816953
ATG9B,0.04681577
ABCA3,0.04679271
ANGPTL1,0.046784393
FARP2,0.04677709
CDKN1C,0.04674604
FIGNL1,0.046742532
CACNB2,0.046710473
GJB2,0.04670358
CAMSAP1L1,0.046691086
ZC3H7A,0.046681438
TNFRSF10B,0.0466556
PTCH2,0.046648722
ADD1,0.046642642
MORC4,0.046633042
CER1,0.04663151
DCAF11,0.046611257
CTAGE1,0.046593007
CDCP1,0.046586256
KCTD2,0.04658219
OR5D13,0.046577536
RAB43,0.046569057
ATRIP,0.04654624
TSEN2,0.046536356
IDH3A,0.046535064
KIAA0528,0.046421267
ST3GAL5,0.0464145
MYH14,0.046396293
PLSCR4,0.046392255
LYRM4,0.046350252
PRR25,0.046346087
AK5,0.04633996
TBL1XR1,0.04632201
PIGA,0.046290148
ZNF2,0.04628952
MAGEB3,0.046260815
DBF4,0.046255328
ACPT,0.046239123
NRBP1,0.04622899
ELAVL4,0.04622384
OR10AG1,0.04620542
KLF5,0.046200145
ACER2,0.046195395
BUB1B,0.04612627
PRSS45,0.046108983
SLC39A11,0.046104368
TMEM40,0.04609571
SYNGR2,0.04609541
NELL1,0.046075296
AADAC,0.04605749
DOCK5,0.046028614
CCDC40,0.04597076
C1orf27,0.045963593
SSSCA1,0.04593265
CYP2A7,0.045907564
TREM1,0.045899257
PTHLH,0.045898408
CPEB2,0.0458839
SNORA70B,0.04587594
SP7,0.04582503
FAM47E,0.045804914
GPATCH4,0.045770235
HECW1,0.045741256
SRY,0.045728467
ZNF467,0.045721672
UBTFL1,0.045703325
FRMD1,0.04570288
MT4,0.045653585
CCL22,0.045651592
PPP1R1B,0.04564796
MAGEA8,0.045629065
OR6B3,0.045625024
CPSF4L,0.04562384
ZNF483,0.04562274
SKINTL,0.045612853
LEAP2,0.04559365
ABCA17P,0.045571953
PSPC1,0.04556651
KCTD16,0.04553996
RHBDD1,0.045537893
VDAC3,0.045531217
WFS1,0.04553057
TMC4,0.045509137
KLK4,0.045506757
CDKL2,0.04549681
NRG2,0.045481116
SGOL2,0.04547878
NEBL,0.045477577
GABARAPL2,0.045445997
FLJ45983,0.045430075
GBX2,0.0454186
HYAL3,0.04540771
C1orf100,0.0453772
CDK20,0.04537691
SNAPIN,0.045372568
PILRB,0.04535691
LOC25845,0.045354605
NAT15,0.045334708
S100A12,0.045332793
SPATA18,0.045325693
PLEKHH3,0.045325276
DENND4A,0.045305464
RFC3,0.04530497
MAGEB1,0.045300897
C21orf71,0.04529074
C6orf164,0.045289896
TRIM40,0.045235902
PTPRCAP,0.045221224
GRK4,0.045211934
STAT5B,0.045211148
RGS12,0.045204476
C9orf163,0.04520167
ZNF341,0.04520143
C2orf14,0.0452013
UCHL5,0.0451938
LOC550643,0.045192294
TBCA,0.045188684
TRPS1,0.04516736
KCMF1,0.045167137
MRFAP1L1,0.045160636
TMEM123,0.04513863
ZNF98,0.04513748
HSPB6,0.045134336
PADI3,0.0451218
N4BP2,0.045112602
GALNTL5,0.045110274
ASCC1,0.04510752
DSTYK,0.045061134
SCN11A,0.045060005
FAM5B,0.045007657
TUBB6,0.0450049
SLC4A7,0.044970475
ZNF518A,0.044966597
FAM100A,0.04494055
C1orf66,0.044936594
G6PC3,0.04492312
C13orf34,0.044904742
SCN7A,0.044897486
SLC1A3,0.044879965
ZNF516,0.044865947
FAM47A,0.044865627
C12orf54,0.044840813
MUM1,0.044826552
IL6R,0.044808075
GNAT2,0.04479021
THBS4,0.044789687
HTR2B,0.0447891
RAB40AL,0.04478108
RASEF,0.044780858
SLC38A4,0.044770677
KCNE3,0.044770043
VPS53,0.044768974
CATSPER1,0.04476762
ZMYND8,0.04476713
SOX1,0.044760913
ERP44,0.04467973
SLC26A11,0.04467339
FRAT2,0.044667333
C12orf57,0.044655595
LOC391322,0.044580843
CCDC160,0.044574164
PVT1,0.04454549
ROBO2,0.044532117
RPL3L,0.044529337
KIAA1524,0.04450612
TAC3,0.044500098
LOC100240726,0.04445369
EGF,0.04444029
PLRG1,0.044425365
ST3GAL6,0.044421628
LOC91149,0.044393443
IRX2,0.044392638
DGUOK,0.044381242
TPD52,0.0443691
DDX5,0.044349544
CFC1B,0.044294003
ALAD,0.044293396
MAGI2,0.04428819
SOCS6,0.044274572
OR2AE1,0.044232868
KRTAP10-3,0.044229314
FGF4,0.0441817
EGFL6,0.044176757
LOC284232,0.04417666
HOXC4,0.04416565
LOC389033,0.044154134
C8orf59,0.044137474
ZFAND1,0.044130303
SMAD4,0.04412773
LRGUK,0.04412594
SPINK14,0.044111222
SLIT2,0.044110846
TNNC2,0.044101436
ZNF446,0.044083357
WAS,0.044079397
SNORA10,0.0440717
MPP2,0.044068646
C2orf73,0.04405613
ITGB6,0.04402547
TBC1D3H,0.043994594
SYNPO2,0.043983966
PRKCI,0.043956164
ALMS1,0.04394364
TOMM20,0.04390727
CCT7,0.043901548
PTMS,0.04386586
FXN,0.04383089
CYP2W1,0.0438261
ACAD9,0.043823075
GLIS1,0.043819573
GGCX,0.043812245
TATDN3,0.0438096
TPRXL,0.043774843
C6orf97,0.043756675
CYorf15B,0.043756623
OR2L1P,0.043750778
FETUB,0.043749396
YTHDC1,0.043737352
TMEM86A,0.04369495
RASGRP3,0.04366944
RPL10A,0.04366558
FSTL3,0.043659948
LSM5,0.043652035
CYB5D1,0.04365092
GRK6,0.043647435
SPIN2B,0.043623995
WDR70,0.04362166
BLID,0.043619853
PPP4R2,0.04361885
ARHGEF37,0.043609362
SMARCA4,0.04360634
C5orf40,0.043581586
KIF2B,0.043576885
AQP7P3,0.04354666
CASC5,0.043545872
ENPP6,0.043538906
SHISA4,0.043527048
INSC,0.043525226
C21orf49,0.043523926
TMEFF2,0.04352134
FAAH,0.043519177
GSTA5,0.04350512
GC,0.04350208
FCGR3A,0.043495093
TRAPPC5,0.043450728
UPK3B,0.043445915
GRIN1,0.043444995
PAPSS2,0.04344232
ZC3H10,0.04343956
LOC440354,0.043406658
SLC38A10,0.043402832
ZFHX4,0.043395095
IDH2,0.043358896
NETO1,0.043358326
ONECUT2,0.043354355
AQR,0.043347206
SIGLEC8,0.04333257
LOC100190938,0.04332622
HMGN5,0.04332197
CTXN1,0.043315426
TLE1,0.043301318
TATDN1,0.043298677
ZBTB7B,0.04328789
THBS1,0.043281384
AKAP12,0.043262184
FUT2,0.043245655
ITIH4,0.043237004
OR1N2,0.04323602
KDM5D,0.043232024
PDZRN4,0.043226805
SLC35A2,0.04319612
ZNF618,0.043191765
FOXRED2,0.043188743
KIAA0240,0.043176193
SCARNA7,0.043169655
WWOX,0.04314584
ZNF561,0.043139905
SH2D5,0.043130565
SMARCC2,0.04312768
POLR2L,0.04311716
JAM3,0.043109834
VWF,0.043107957
PIGH,0.043099675
RPL17,0.04308543
RARB,0.043082908
AK2,0.043062456
BRD4,0.043040466
MRPS23,0.043033622
KPNA4,0.043022696
XIRP2,0.043014497
OR6K3,0.04300894
FAM158A,0.04300532
CD302,0.043003254
MESDC2,0.042999625
SYNGAP1,0.042995054
C17orf103,0.04296241
C20orf191,0.04295467
C20orf103,0.04294479
FHL5,0.04294462
C9,0.042938482
C2CD4B,0.042920653
SERPINC1,0.042912543
NCRNA00202,0.042904247
C9orf66,0.042904243
TAT,0.042902667
DISP1,0.04289789
ZC3H8,0.042867143
HAVCR2,0.042859785
GDEP,0.0428553
RELL1,0.042827368
C12orf61,0.042825602
EIF2AK4,0.042823337
FLJ46361,0.0428197
UTP6,0.04280615
SBDSP1,0.042804256
S100G,0.042794306
RNF181,0.042792678
CCT2,0.04278264
TDRD1,0.042769257
PRKAA1,0.042750936
GCNT4,0.042749356
SOX11,0.04274525
IPW,0.042732988
C17orf86,0.042725895
IRX6,0.042724214
DAAM1,0.04271822
TFDP3,0.042707227
CNGA3,0.042703472
EIF4E1B,0.04270045
FBXL21,0.042683262
VN1R5,0.04267937
ZDBF2,0.04267492
WDR35,0.042672303
SLC13A2,0.042635866
FAM41AY1,0.04263417
MYCBPAP,0.042626347
ITPRIP,0.042623255
TIMP3,0.04262013
C12orf71,0.042611226
GPN1,0.042605795
SERINC2,0.042582836
PTGR1,0.042568415
TIMM16,0.042561777
NCRNA00081,0.042552337
PKNOX1,0.04251663
MCCC2,0.042502243
SEPW1,0.04249781
CLPS,0.04248948
ZNF200,0.042482454
GRIK1,0.042480394
LRRC8B,0.042477746
PLD6,0.042477615
ANLN,0.04246944
LBP,0.042454574
DOCK11,0.042451132
LRIT3,0.042427585
HOXA10,0.04241371
PVRL1,0.042406544
PPP1R2P3,0.042406503
OPA3,0.042401098
EFCAB4A,0.04239341
STRAP,0.04238662
A1BG,0.04238613
FAM58B,0.042371888
HFE2,0.04236942
DCDC1,0.042361293
S100A8,0.04235281
CDC20B,0.04235013
METTL14,0.04233623
CD70,0.04232676
CBWD5,0.042322386
CLSTN2,0.04231552
TLE6,0.04231022
POLN,0.04230259
MBIP,0.042289946
SEMA6B,0.042240698
PLG,0.04222571
CNGB3,0.042221125
CROCC,0.042204827
HMP19,0.04219957
IFNA16,0.04217868
MAST2,0.042174246
LOH12CR2,0.04214562
PRAM1,0.042144302
KLHL35,0.042118095
C7orf52,0.042109642
DND1,0.04207636
NRIP3,0.04207254
FBP2,0.04206431
NBPF6,0.042064045
AP2B1,0.042061936
PUM2,0.042047307
CXorf41,0.042029157
SNORA71A,0.04200952
ARHGAP17,0.04200641
RBM12,0.042005695
HTR7,0.042003836
ABCC8,0.041978415
TMC1,0.04197722
HLA-J,0.041976605
SPINK7,0.041965164
SNX33,0.04196451
TMEM43,0.041959386
TSPYL1,0.04194519
WSCD1,0.041901845
SEPT5,0.04189588
ZNF236,0.04189587
OR4N3P,0.041892994
CDK5R2,0.04187227
NEURL4,0.041868538
OR14J1,0.041862264
PA2G4,0.041841142
CLCA2,0.041836016
C17orf75,0.041818496
CCNH,0.041815188
OR4N5,0.04180559
VPS26A,0.041803908
SURF1,0.041799035
HADH,0.041797947
LOC731779,0.041797813
NT5C,0.04179163
MYL2,0.041784912
ROBO3,0.04175104
POF1B,0.041735042
F11R,0.04171561
NDUFA7,0.041715097
APEX2,0.04170443
LHX5,0.041696243
FAM26D,0.041694514
JRKL,0.041685615
MARCO,0.041662067
PHAX,0.041659985
CHD3,0.041647248
DAPP1,0.0416403
RSPO3,0.04162853
CCNJL,0.0416273
HADHA,0.041588817
LRRC4B,0.041578524
OR4A16,0.041576248
OR51A7,0.0415744
C6orf225,0.041567456
VWDE,0.041563276
PDE1A,0.041559815
FXYD5,0.04154936
LRRC49,0.041549142
KBTBD10,0.041536015
TMEM181,0.04153488
SPRYD4,0.04152487
PIGQ,0.041517455
PRIM2,0.04150654
FAM22F,0.0415039
SLC22A17,0.041498642
LOC100287227,0.041492596
?,0.04148676
HAUS2,0.041486114
RBM25,0.041482728
RTKN2,0.04147841
FLJ42627,0.04147811
NLRP9,0.041470133
KLHL24,0.041464876
CD59,0.041460823
KIAA0232,0.041452337
TTTY14,0.041423816
GART,0.04142196
LIMS3,0.04141712
BRD8,0.041416556
VPS13C,0.041407593
IL25,0.04139194
PSPH,0.04138538
DACH2,0.041383713
KIF21B,0.041379098
FCGR2A,0.0413582
OR6Q1,0.04133274
TMEM45B,0.041329853
DDX58,0.04132099
MYT1,0.041295543
AMY2A,0.041272856
BAT1,0.04126141
CD1B,0.041256018
GRM1,0.041254487
ICT1,0.041245677
KLHL31,0.041239835
SKP2,0.041226335
RPAIN,0.041213337
SNAP47,0.041213065
AGBL1,0.041208636
PLOD3,0.041206244
TJAP1,0.04120464
C1orf89,0.041187122
FAM102B,0.041179776
RPL3,0.041166097
SNED1,0.041158423
GABRA2,0.041156087
S100A7,0.04115269
KSR2,0.04114888
CCDC151,0.041138455
MYO15B,0.04113032
SIRT1,0.0411253
TCEA3,0.041119803
TTK,0.04110983
TNK1,0.04110956
LOC100126784,0.041107893
KLHDC9,0.041106384
GNG10,0.041084927
CLRN1OS,0.04108233
MCRS1,0.04108028
DUSP5P,0.04107767
CASP2,0.04106512
PHRF1,0.041051086
OR9K2,0.041037448
WDR17,0.04102846
HSPB8,0.04102694
CRYGA,0.041014068
HAS3,0.041013476
KCNMB4,0.04100051
SNRNP40,0.04099388
FSD1,0.040992618
TP53TG5,0.04098871
SIRPG,0.040970825
SNORD116-13,0.04096427
CCDC135,0.040963057
OIP5,0.040944442
EDF1,0.04093631
BRAF,0.040935565
SPON2,0.04092475
VGLL2,0.04090102
FKBP1AP1,0.040897846
FLJ10038,0.04086685
ENTHD1,0.040857784
C21orf45,0.0408547
SNORD77,0.04085467
USP36,0.04082621
C1orf43,0.040824674
C3orf59,0.04082075
COL27A1,0.04081466
ARHGAP33,0.040809594
KLHL7,0.04080152
NDUFA4L2,0.040798374
KBTBD5,0.040795036
COIL,0.040792894
NOX5,0.040785737
OR11H12,0.040771827
CAPN8,0.040736455
C2orf67,0.040735386
B3GALT2,0.040713966
PAQR6,0.040704764
PDE6B,0.04070372
C1orf103,0.040696308
COL10A1,0.040686022
LRWD1,0.040647674
PRSSL1,0.040644385
WDR41,0.04063194
PRG3,0.040621776
BMP1,0.040616788
POTEG,0.04060818
OR7G2,0.040608175
PPP3CC,0.04059815
C9orf144B,0.040597416
C17orf74,0.040587336
LOC201651,0.04055793
RHPN1,0.040539082
BCL2L11,0.04053633
GCSH,0.040535673
KRTAP12-2,0.040527347
INTS4L1,0.04051869
SLC44A2,0.04049336
FLVCR2,0.04048619
TREML4,0.040486146
IRF2BP1,0.040486027
LRRC14,0.040479954
ESRRA,0.04047742
POU1F1,0.040463954
PCDH15,0.04044227
VENTXP7,0.040420473
RGS9,0.040414844
NAT8,0.040412486
OR51G1,0.04040015
LOC654433,0.04038809
C9orf114,0.040361274
LOC400794,0.040348087
S100A4,0.04034506
FAM71F1,0.04034306
CT45A3,0.04034239
PACS1,0.040338043
ORMDL2,0.040333368
LOC653113,0.040315017
VTA1,0.040312804
RP1,0.04029831
LOC100133991,0.040293727
H1FX,0.04028652
EFCAB1,0.040267006
PIGV,0.04026595
INSIG2,0.040256094
SDC2,0.040252086
PHTF2,0.04025106
ATP8B1,0.04022689
TSNAX-DISC1,0.04020622
ENOPH1,0.040173095
PLAC8L1,0.040154517
POLR1C,0.040153537
ATP2B4,0.04015253
MAPKAP1,0.04014993
TMIGD1,0.040132575
TAF7,0.040131576
SLC2A5,0.040126767
LOC729668,0.04012647
PAGE4,0.04012118
C18orf32,0.04009894
MED14,0.04007617
C21orf130,0.040071767
ETV1,0.040066063
SV2A,0.040043015
ELF2,0.040035944
CSMD3,0.040033612
SMURF1,0.040033333
MAPK8IP1,0.04002678
ZNF273,0.0400086
ABR,0.039998505
NUDT15,0.039992895
MEMO1,0.03998961
NGDN,0.03998758
PPP2R5D,0.039977387
C5orf44,0.039973963
HSDL2,0.039962076
EFNA3,0.039957266
LOC90246,0.03994279
NHLRC4,0.039925333
EFNA2,0.039920814
C19orf40,0.03991918
PHOSPHO2,0.039918292
SNORD114-25,0.039918095
SPATA5,0.0399165
SLC7A14,0.039913192
KEL,0.039895885
ETFA,0.03989391
IRAK1BP1,0.03988023
SENP5,0.039875768
TEKT3,0.039871987
PRR7,0.039863467
GPR1,0.0398565
SELT,0.03984465
BCAS4,0.039843895
LOC727924,0.03983858
COQ5,0.039836757
ACTR3,0.039824754
TTC9C,0.039819915
LRRC8D,0.039794225
SPEF2,0.03978999
GHR,0.039789785
PCDHGA9,0.03978556
PRDM11,0.03978532
KCNK12,0.039780755
DYRK4,0.03977
PACSIN1,0.03976754
MGC72080,0.039748445
LOC641298,0.039746117
ACADVL,0.039743733
RPRD1A,0.03974129
KCNH4,0.03971253
IL12A,0.03971172
HSF2BP,0.03970702
GEN1,0.039697066
GGCT,0.039678752
TNXB,0.039672505
TM9SF1,0.03966716
TRIB3,0.03966548
DGKB,0.03964743
MUSTN1,0.03964459
NCAM2,0.03962681
CDRT15,0.03960596
RPL28,0.039600354
SNORD115-33,0.039596714
GNAT3,0.039581582
OR4M1,0.03955323
FLJ37543,0.03953964
PLEKHG4,0.039538987
CHAT,0.039534885
HIST1H3G,0.039524782
PRDM8,0.039523408
RGPD5,0.039510224
MEOX1,0.039505765
IRGQ,0.039492857
CRKL,0.03947028
CLCN6,0.03946343
TRIM11,0.039442163
LOC285768,0.03943806
PLXNA1,0.039422575
UGT1A6,0.039416354
MRPL12,0.039410695
ZNF771,0.039402615
FAM198A,0.03939751
