Feature,Importance
NTS,0.04501477
SNORD18A,0.044993483
SOD1,0.04488312
MKRN2,0.044879954
DLC1,0.044839907
GTF2E1,0.044833697
SGSM1,0.044827804
DMRTC1B,0.04482282
LOC285548,0.0448011
HULC,0.044799585
CHCHD8,0.044786036
DSCAML1,0.044782568
EFCAB5,0.044777285
SNCA,0.044742156
TGIF2LY,0.0447088
CST4,0.0447038
ADRA1D,0.044691633
ANUBL1,0.0446878
TRPC6,0.044668846
PAPLN,0.04465885
ERLIN2,0.04464811
GPR22,0.044635143
CPS1,0.04462093
SFRS6,0.044615082
PMS2L1,0.044614878
FAM167A,0.044605017
WFDC10B,0.044532977
GFPT2,0.04453072
KRCC1,0.04448254
PRR4,0.044476267
C18orf16,0.044463184
GPIHBP1,0.044444133
ERBB3,0.044397015
ACOT2,0.04436249
FIGLA,0.044337608
SOX15,0.044334903
C8orf76,0.04431205
TDRD1,0.044248186
MED11,0.044218235
GDF9,0.0441904
METTL7A,0.044165507
CCK,0.044137567
ACP5,0.04409219
FAM184A,0.04406279
PLXNA3,0.044061515
FTHL17,0.044010464
HSF1,0.044010106
POLR2C,0.04400237
NET1,0.044000268
NUBP2,0.043997664
HDAC4,0.04399561
SLC25A31,0.043993097
C12orf12,0.043967117
EID2,0.043918233
LOC283404,0.043880552
ATP1B4,0.043862622
MAF,0.043849614
CYP4F12,0.043805033
UGT2A1,0.043802876
HTATIP2,0.04379165
SCN3B,0.04377672
C11orf73,0.043762546
MAPRE3,0.04370878
MYEOV,0.043705244
LAMP2,0.04370228
CYTSB,0.04368368
MAPK4,0.04367243
TMEM35,0.043661863
PSMD14,0.043659236
MTSS1,0.043595888
SAA4,0.043592133
TMEM132C,0.04357575
PATE4,0.04357428
ZNF284,0.043526474
MYO5B,0.04351382
IAH1,0.04348837
CCL17,0.0434846
CTAGE6,0.043464296
LOH3CR2A,0.043455236
KDELR2,0.043454524
C18orf34,0.043433726
LOC643837,0.043429147
ZNF208,0.043428846
CDH15,0.043420095
PPP1R14D,0.04341951
RPAP1,0.043403476
CDC14A,0.043391384
TLN2,0.04337651
GOLGA6D,0.043356135
CYP2A13,0.043344673
CCDC54,0.04333123
NCRNA00183,0.043276094
ZNF605,0.043268654
FRMPD1,0.043254703
NRG1,0.043250933
NOTCH4,0.04324201
IRX2,0.043227024
CNNM4,0.043213632
OR6T1,0.043211535
CKMT1B,0.043209698
PNKP,0.043197833
ANGPTL6,0.043189377
GGPS1,0.043141253
C21orf128,0.04311396
SPATA6,0.043091584
PPA2,0.043075427
SEBOX,0.04306407
METTL6,0.042996082
RAB1A,0.042988975
RAF1,0.042947497
HS3ST5,0.04292019
MKRN1,0.042869397
ERVFRDE1,0.04286862
COX6A2,0.04286489
ACTR3B,0.04285813
SLTM,0.042851698
TAAR8,0.042844336
SECISBP2L,0.042821854
ESYT1,0.04277781
SORBS3,0.04276549
PJA1,0.042757392
BTNL9,0.04273846
CLPP,0.042735353
LOC348840,0.042713914
FAM21C,0.042709973
HS6ST1,0.042700157
GDPD5,0.042683184
CFTR,0.04266181
PLAT,0.042656537
TBC1D25,0.04264599
C12orf61,0.04262127
SLCO2A1,0.042590927
HSD3B7,0.042563032
WIT1,0.042560812
GAGE12D,0.04254158
DAZ1,0.04253697
EIF2B1,0.042497825
MYL7,0.042495094
MYF5,0.04248436
ARV1,0.042473298
CRYGA,0.042467378
APOE,0.042447094
VCX,0.042422518
MYCBP,0.04242118
PAIP1,0.04239557
EFHB,0.042384494
RAB1B,0.042351957
H2AFZ,0.042344462
KIRREL,0.04233478
NT5E,0.042321503
PPAN-P2RY11,0.042316515
WDR55,0.04230803
FCN3,0.042306434
KRTAP6-2,0.042303592
ATP2B3,0.042283
NAA40,0.042255636
GPR64,0.042235628
PON2,0.042235572
RAB6C,0.04223389
CDH1,0.042233102
IL1F6,0.042220727
GLYAT,0.042173173
FDXACB1,0.042098768
IL17C,0.04205751
PABPC4L,0.04205683
ACOX1,0.042031795
RPS5,0.04201305
LOC441177,0.042003892
FLJ44606,0.04199055
TYRP1,0.041980058
RASSF9,0.04196101
UBL4A,0.041952692
KRT6A,0.04195128
FRG2,0.041931145
CPE,0.041904934
C19orf20,0.0418908
LONP1,0.04183326
AASDHPPT,0.041818008
IKBKB,0.041790716
SMNDC1,0.041779738
C11orf31,0.04175806
ATP1B3,0.0417149
RNASE4,0.041706935
SLC25A11,0.041696478
HNF4A,0.041685887
ASB7,0.041685227
RNF112,0.041671373
KIF2C,0.041656684
CRIPT,0.041648477
DHRS3,0.041625027
CHD1L,0.041623145
MAOA,0.04160634
DAD1,0.041595448
MAVS,0.041592512
B9D1,0.041590303
CDK15,0.041573733
RAB5A,0.04155623
ASB2,0.041548043
STAG3L4,0.04152344
C2orf28,0.041519005
CDK5R2,0.04151739
WFIKKN2,0.041469894
CAMK1G,0.04146371
PLEKHG1,0.04142641
AGTR2,0.041424252
TMEM233,0.041409146
POU5F1B,0.041392595
HINT1,0.04139104
NAA20,0.04138004
RAB40A,0.041375343
HSDL2,0.04136296
WDR17,0.041334543
PTRH1,0.04133409
CHST14,0.041330084
MMP17,0.04132794
RPL26,0.041280076
SOST,0.041277904
STARD10,0.041276213
GYPE,0.041270316
CSMD2,0.041198418
LIPE,0.041195024
ABCD3,0.04119304
FAM3A,0.04119216
FAM129A,0.04118092
POF1B,0.041176435
FBXO25,0.041173488
TSNAX-DISC1,0.0411689
LOC374491,0.0411508
LGR4,0.041115474
SHISA7,0.041093487
ADCK2,0.041087568
NAGA,0.041060686
LRRC10,0.04105034
DCLK3,0.041043807
GDPD4,0.041023925
RGS1,0.040997002
LRRTM3,0.040984374
OCLM,0.04098295
MLST8,0.04097736
SPATA4,0.04092541
RBMY1E,0.040924598
CTTNBP2,0.040921777
LRRC55,0.04091817
GHRLOS,0.04090181
MAGEA3,0.0408643
C21orf57,0.040833496
DNAJC3,0.040827863
TLE2,0.040818717
POU3F2,0.040739343
SH2D6,0.04073915
C4orf40,0.04073148
FOXA2,0.040731363
OR2T27,0.040673997
AHCY,0.04062947
ZNF285,0.04061621
CDKN2BAS,0.04059599
FAM3C,0.04058157
C1orf172,0.04057735
ELOVL6,0.040566728
GTF3C2,0.04056066
PECR,0.04053663
OR4K14,0.04053417
LATS2,0.040521637
C10orf72,0.04052137
KRT1,0.040503185
ABCB5,0.04045524
PPP2R2C,0.040442836
NCRNA00114,0.04044129
RBM26,0.04042193
TMED10,0.040414907
CREBBP,0.040403552
PTHLH,0.04037778
C2orf80,0.040339552
ELP3,0.0403372
NAGLU,0.040312264
POP5,0.040306848
C9orf78,0.04030611
FAM116B,0.040304925
SSTR1,0.040304642
PTGFRN,0.040304575
NTRK1,0.040272597
GALR3,0.040268913
C10orf81,0.0402281
CT45A6,0.040190354
DEFA5,0.040180996
POU4F2,0.04017789
PAPOLB,0.04017135
CTRB1,0.040169865
PDE4DIP,0.040166803
ASB16,0.04016173
FAM64A,0.04013927
LIPT1,0.04013857
IL6ST,0.040116336
CIRH1A,0.04011203
CDC42BPG,0.040104542
NMD3,0.040081933
RTP1,0.04007002
MSRB2,0.04005985
REXO1,0.040042836
SNAPC3,0.04004045
BIN1,0.040034425
DUSP1,0.040023394
UCN3,0.040021
IBSP,0.040003296
INSM2,0.039996583
DEFA6,0.039971624
CHML,0.039971266
HEPACAM,0.03996527
UAP1L1,0.03995812
SERPINA7,0.039950293
LGI3,0.039941914
NEFM,0.039940096
SNORA11,0.039928127
OGDH,0.039918106
DEFB128,0.03991068
CSAD,0.039909173
HIPK2,0.039906923
C3orf17,0.03990027
C20orf56,0.039897703
CKAP2L,0.03986623
OR2M1P,0.039814044
CHMP4B,0.0397896
FAM175A,0.039788093
NME7,0.039773505
USP44,0.039768536
GRK7,0.03974954
KLF6,0.039747927
NRXN1,0.039737247
UBASH3A,0.039727498
ZNF546,0.0397236
PLAA,0.039704595
?,0.0396917
MGRN1,0.039671816
CTPS,0.039656922
POM121L12,0.039656047
KIAA0513,0.03961728
FAM134C,0.03960322
SRPK2,0.03959987
AGBL3,0.039596308
C9orf86,0.03958327
PAGE4,0.03957222
C6orf62,0.03957135
LOC144486,0.03955733
SIP1,0.0395437
NR4A1,0.039534528
MAGEF1,0.03950532
OR6F1,0.039460637
MANSC1,0.039454326
NOL11,0.03944003
COTL1,0.039428916
SMAD9,0.03937624
UBLCP1,0.039366793
C4orf21,0.039347894
LOC148145,0.03934098
RERGL,0.039335024
LHX5,0.039334673
SNX31,0.039309353
KIAA1683,0.039301757
NTN1,0.039301615
EPT1,0.039299354
APOC4,0.039290212
CBARA1,0.03928875
SLC35D3,0.039256446
LOC100132247,0.03924942
ZFHX4,0.03924355
TRAPPC1,0.03921512
TCP10,0.03919413
AKAP12,0.039172694
PCDH20,0.03917232
TAF12,0.039156683
TFF1,0.039146706
CLEC14A,0.03913522
MARCKS,0.039132822
PARL,0.0391255
VCX3A,0.03911441
ENPP2,0.03911345
ESRP2,0.03910338
RHOU,0.039086945
CLN8,0.039079797
DPY19L2P1,0.03906303
LSAMP,0.03904994
DYNC2LI1,0.039038833
DPH3,0.039026603
CNKSR3,0.03902144
C16orf3,0.039005622
TAP1,0.039004367
C6orf41,0.038997166
NEUROD1,0.038986344
RNF44,0.03897533
LDB2,0.038957104
ARRDC2,0.038956366
OR4C45,0.0389542
ATAD3B,0.03894632
LPAR5,0.038933467
ZNF721,0.03892596
C2orf16,0.038911615
NRN1L,0.038879707
PRR5-ARHGAP8,0.038840152
PPP1R8,0.0388356
SIX3,0.038821656
MYO1E,0.038817603
HEMGN,0.038802
HTR1A,0.038800757
MS4A2,0.038792584
YTHDC1,0.038767967
LSS,0.038767718
C2orf55,0.03876717
C1orf54,0.03875427
IGFBP6,0.038745973
SS18L2,0.03873927
PPID,0.038734738
CLDN7,0.03868641
C10orf120,0.03868471
ZFP112,0.038682632
CACHD1,0.038676176
ICOSLG,0.038675338
SERPINA9,0.038666528
TATDN3,0.038665157
ZNF626,0.038645517
SPRR2B,0.03864275
NFKBIZ,0.038642477
RNF219,0.038636845
TRIM32,0.038625035
FRAT1,0.038618863
PTOV1,0.038601387
UFC1,0.038564924
SOX6,0.038561907
MTO1,0.038560223
LRRC4B,0.038550586
PLA2G2F,0.038549867
FGFR1OP,0.0385488
PTGES,0.038546342
LSM12,0.038533837
OR5C1,0.03852841
RPL19,0.038502075
C21orf71,0.038501695
RNF152,0.038491394
OR1J2,0.038462915
SAT2,0.038460664
RTN2,0.038435787
ZNF664,0.038433045
SMTNL1,0.038432546
SLC24A5,0.038425326
NUP153,0.0384123
IGF2AS,0.03840445
RHCE,0.038396962
TSIX,0.038396787
ZSCAN5B,0.038387474
WT1,0.03838535
CSK,0.0383665
HPS4,0.038349424
PTH2,0.038348496
SEPT7L,0.038339153
PDCD1,0.03833646
KCNC4,0.03833602
PDZD4,0.038336005
TMEM101,0.03832516
LOC55908,0.03831489
F12,0.03831015
C13orf18,0.038309332
GPR111,0.038282543
DIO3,0.038281493
ABCA10,0.038280144
RPL32P3,0.03827309
C1orf227,0.038270585
EXOC3L2,0.038252845
DOK2,0.038249906
KCMF1,0.038246077
SGOL1,0.03823274
SLC25A25,0.03822557
DHDDS,0.038225405
EBAG9,0.038221903
HEATR3,0.03821673
LOC645431,0.038207673
LPIN1,0.038205914
DRD4,0.03819853
POMT1,0.03819427
EBF1,0.038171843
GLDN,0.03817183
MRM1,0.038153432
JAK3,0.038152102
VSIG1,0.038126405
SLC26A3,0.03810603
GATC,0.03808315
REM1,0.038068436
APOL1,0.038067818
LOC648740,0.03806768
CTSG,0.038063176
VPS54,0.038060714
TRPM5,0.03805489
C6orf227,0.03802825
REV3L,0.03801927
OR5R1,0.038017806
FAM149A,0.038008306
TMEM211,0.038003694
HIST1H4L,0.037989773
ZNF808,0.037978645
SLC6A16,0.03796408
ACOT1,0.03795457
KLK1,0.03794435
CLEC4M,0.037932094
LOC154449,0.03791095
E2F6,0.037908114
C16orf75,0.037907176
IQGAP3,0.03789292
LOC100134868,0.037881993
RBP3,0.037880003
CD5L,0.03786432
SMR3B,0.037854217
PTPRCAP,0.037847627
E2F8,0.037845984
NRL,0.03784031
FXYD4,0.03784023
ATXN7L3,0.037839826
RSAD1,0.03783949
KBTBD2,0.03783601
IL1R2,0.037824985
PSMB9,0.03781111
HABP4,0.03778788
ACOX2,0.037787843
WFDC11,0.03778283
COLEC12,0.037772328
UBE2C,0.037759934
KCTD5,0.0377251
ADAM3A,0.0377149
GP9,0.037713565
LOC283922,0.03771235
RUNX3,0.03770557
TMEM229A,0.037705533
RCVRN,0.03769824
PSIP1,0.037694708
CYTH2,0.037668545
PHYHIPL,0.037661143
SLC26A8,0.03766018
BDH1,0.03765044
PPM1E,0.037645802
GPATCH8,0.037643824
UBE2B,0.037643217
PTPRN2,0.037642535
SPI1,0.03764182
DPRX,0.03761613
SNHG9,0.037602935
SNORA40,0.037589353
BMP6,0.037579272
ATP6V1E2,0.037567254
MAPKAPK2,0.037564777
AGBL4,0.037560433
ETAA1,0.037559614
TOPORS,0.037544362
CLIP2,0.03753913
ZNF781,0.037507173
GUCY2E,0.037505798
SLC6A18,0.037462562
IFNA6,0.03745006
C17orf44,0.03744923
LMLN,0.037441283
ACSM3,0.037435062
GPR107,0.037400875
XKR4,0.03738718
NUCB1,0.037375487
ATP2C1,0.037375428
XPNPEP3,0.037312914
SLC1A2,0.037307687
FAM83C,0.037299637
CNTNAP4,0.037292805
GUK1,0.037287228
NEK10,0.03727596
MGC23284,0.03727419
SAMSN1,0.037270863
CXorf51,0.037266094
LRRC66,0.03726005
SRCIN1,0.03725923
FAM122C,0.037228502
ZSWIM7,0.037215598
DNAH14,0.03720124
?,0.037187893
RAD23B,0.037181072
C16orf72,0.037166025
C10orf18,0.037162293
TNFSF13,0.037153084
OTOL1,0.037143867
MS4A15,0.03713487
FLNB,0.037132517
RNF11,0.037121683
LOC388946,0.037101228
LOC728264,0.037092526
GPR98,0.037083276
SLC6A14,0.037078068
HPCAL4,0.037062705
PIN1L,0.037043486
CST3,0.03703926
IFNA4,0.03703659
ITGA8,0.03703533
SELT,0.037029654
TTR,0.03700682
ASTL,0.036970653
MAGEH1,0.036951274
MAST1,0.03694984
MYH11,0.036897756
TRPC3,0.036888827
APITD1,0.036888823
WDR47,0.036885917
RNF222,0.03687168
KIAA0284,0.036855757
NPC1,0.036829576
TUBB1,0.036829427
PDE6G,0.03682702
ZNF33B,0.03682047
OR6B3,0.036809303
PRSS38,0.03679586
C8orf55,0.03678113
CHRNA3,0.036773223
ENPP6,0.03676907
PNO1,0.036764674
SNORA6,0.036763888
UGP2,0.03676011
LRRN4,0.036760088
COBL,0.036750767
CNGA1,0.036748778
SLC39A3,0.03673788
BAGE,0.036722407
C14orf165,0.036720924
NPAT,0.036713473
HSPA1A,0.03670184
CD3D,0.03668757
TSPAN1,0.036663733
GPNMB,0.036637433
MMP3,0.03663593
VAV2,0.03663299
C3orf67,0.036631774
ZNF554,0.036626652
KLHDC8B,0.03660988
ADH7,0.036603555
RRM1,0.03660202
HLX,0.03659542
SLC12A8,0.03659433
PRB2,0.03659374
AATK,0.036591277
POGZ,0.03657588
CCDC75,0.036566418
SPINK1,0.036557913
FAM128B,0.03655722
CIDECP,0.036528904
C21orf96,0.036527902
SEMA5A,0.03651086
C9orf30,0.036503688
C17orf51,0.036495138
GPN2,0.036469877
INMT,0.036454245
MS4A13,0.036454093
LOC440354,0.036443
FAM76A,0.036442485
TICAM1,0.036436107
NAF1,0.036433946
FAM131A,0.036403365
SDPR,0.036376942
DIP2B,0.03637516
PIRT,0.036351852
CCNA1,0.036316328
TSPAN7,0.036307134
BOLA3,0.03629769
SPDYE7P,0.036278665
OR5T1,0.03626857
NACAD,0.03625628
SLC2A4,0.036255077
TGFA,0.036240492
GPR157,0.0362376
ACCN3,0.036236167
F2,0.036229473
JPH4,0.036226872
TNR,0.03620963
KISS1,0.03620763
STEAP2,0.03620753
ASPHD1,0.036200702
OR5A1,0.036200255
LOC728554,0.03619658
DEPDC6,0.036194175
PTTG2,0.03618914
TBK1,0.03618891
HCRTR2,0.036164347
FLOT1,0.036156807
TADA1,0.036155105
INPP5K,0.03615383
CEP72,0.036145154
PRG1,0.036131624
CCDC21,0.036131028
TAS2R3,0.036130145
C11orf45,0.036129043
SLC25A6,0.036127213
PLA2G3,0.036125846
GBX2,0.036108375
XAGE5,0.036106806
PHF23,0.03609223
MAPKBP1,0.036088474
CCDC85A,0.03608721
GHRH,0.036081806
RGS13,0.036070358
DAGLA,0.036061827
DIO3OS,0.036059797
IL5RA,0.03605762
PHB,0.03603914
CHURC1,0.03603351
C15orf26,0.036029696
TARDBP,0.036023043
MS4A14,0.036001235
MAL,0.03599679
GSC,0.0359843
CAPN6,0.035979837
TMF1,0.035972573
SV2C,0.03596344
LOC441601,0.035959966
SPAG4,0.03595643
FAM157B,0.03593971
DEFB126,0.035929758
SPTLC2,0.035924874
SULT4A1,0.035917938
GOLGA8B,0.035903107
ZNF789,0.035903104
RAB3IL1,0.035896566
UGT2B4,0.03589591
PAGE1,0.035892013
HPS1,0.035888236
KLHL11,0.035875656
WDR59,0.035872303
FAM43A,0.035866067
SYAP1,0.035854787
ZNF774,0.035846606
KIAA0922,0.035830256
GAS2,0.035828453
DGCR11,0.035814323
FZD8,0.03581303
ATF7IP2,0.035797045
DGCR10,0.035794865
FAM187B,0.035792064
SRD5A3,0.035789553
C16orf7,0.035763513
C17orf77,0.03576232
PRKCSH,0.03576053
LMOD1,0.03575937
USP18,0.035752386
RYR2,0.03571915
ATPAF1,0.03571783
LIN9,0.0357175
CPSF2,0.035708837
CRB3,0.035705794
LCE1C,0.03569962
BAG3,0.035694465
LOC729678,0.03569225
ZNF540,0.035684127
CLDN5,0.035683896
MPZL3,0.035680775
ZNF250,0.035677377
NOL12,0.035660345
SPON1,0.035633262
SFTPA2,0.035625067
RPL39L,0.03562349
TBC1D3H,0.035622325
SALL2,0.035619304
KIAA0100,0.03559414
MT1G,0.03559369
FAM169A,0.035587326
FAM101A,0.035586905
OR2M7,0.03557577
RTP3,0.03557295
SFTPB,0.035571147
SCML4,0.035570096
PDLIM1,0.035545945
C13orf29,0.035543434
MFNG,0.035536114
GSTA3,0.035531774
RGS14,0.035529118
CCDC63,0.035505585
CALM2,0.035501864
NME2P1,0.03550117
ACR,0.03549821
HTR3D,0.035496198
CLRN1OS,0.035492398
ITM2A,0.03548698
MRPS10,0.03547852
ADAL,0.03546145
TAF13,0.03544876
VTRNA1-1,0.035440903
GFRA2,0.035439376
RPL7,0.035430823
PHACTR3,0.035430066
PRSS21,0.035423726
OR5I1,0.035419792
TSPYL1,0.035416316
KRTAP10-9,0.035407618
PHKG1,0.035403684
ACN9,0.035371106
C3orf55,0.035367765
TCTA,0.03536326
C21orf125,0.03535126
DAO,0.03534798
ZFR2,0.03534389
MAOB,0.035342578
NBR1,0.0353335
RPS26P11,0.035321184
TTTY14,0.035314333
C1orf151,0.035302766
OR2M5,0.03530179
GSTA2,0.035290442
CNTN6,0.03528226
CPVL,0.035281662
CYP27B1,0.035279773
ASPSCR1,0.035274804
WDR26,0.03527076
MYO1F,0.035246145
EIF4E3,0.035241794
HTR1D,0.035239533
TEX13B,0.035220273
FAT1,0.035218336
RPS27L,0.035216745
CSNK1G1,0.03520169
RNU6ATAC,0.03520024
EWSR1,0.03519656
C12orf53,0.035195813
SOX9,0.035190586
KCNJ11,0.035190336
MYO1C,0.035189316
NKX6-1,0.035185616
ANKMY2,0.03517952
MTHFD2,0.035165664
PWRN1,0.035158414
SHBG,0.035156354
TPTE2P3,0.035154197
EPHX2,0.03515197
LCMT2,0.0351468
WNT5B,0.03513033
FXYD1,0.03512575
TTC30B,0.035110272
MGAM,0.03510893
FANCF,0.03510248
ARPC5,0.03509025
FBXO42,0.035065725
WDR41,0.03506554
FOXL1,0.035051566
MARCH4,0.035048112
PRPF6,0.035031717
OR10A7,0.03502811
AMH,0.035013136
LOC100302640,0.03500749
CDC25B,0.034986332
FAM69A,0.03498198
PALM,0.034978315
VEZF1,0.03493488
PTK2,0.034927588
TPSG1,0.034921184
DTNA,0.03490688
NDUFA1,0.034901254
CSMD3,0.034892436
ALPP,0.034886017
CXCL13,0.034880713
SFTPD,0.034871474
ATOH8,0.034866553
CHEK1,0.03486383
TBC1D9,0.034838222
FADS6,0.034833256
DARC,0.03483128
PPP1R9B,0.03482766
GIP,0.03482451
HAX1,0.034820564
PMPCA,0.034814138
GALT,0.034813445
MYBBP1A,0.034795076
MAPKAPK5,0.034787267
BPI,0.034770828
FAM10A4,0.0347671
HBA2,0.034759536
OR2T29,0.034738585
GPLD1,0.03473556
HGC6.3,0.0347298
TMPRSS11A,0.034709625
TREML2P1,0.034703366
TRIP13,0.03470277
DAB2,0.034693196
WNK4,0.03469122
ARPC5L,0.034676664
MEST,0.034670565
OR8D1,0.034663808
HECW2,0.03466239
OLFML3,0.03466223
LMO7,0.034645643
RNF133,0.034644604
POLD4,0.034643117
PSMB8,0.03463977
LDHC,0.034634877
