Feature,Importance
MPV17L,0.03766084
AGXT2L1,0.037595186
SPINK9,0.037565157
PAGE1,0.03754776
RBM28,0.037524376
DLEU7,0.037491307
ATAD2,0.0374427
TAS2R10,0.03741701
HSPB3,0.037416425
OTX1,0.0374072
TFAP2D,0.037379052
PYDC1,0.037366804
IL4,0.037349135
C11orf40,0.037320778
B3GNT8,0.037318975
EFNA3,0.037313294
HTR4,0.037287798
AKR1A1,0.037258185
LOC642929,0.037242536
C10orf76,0.037239335
EVX1,0.037235856
P4HA3,0.037230596
MRPS31,0.037197355
PCBP4,0.037175085
C13orf39,0.037171528
SLC35F1,0.03715726
MAEL,0.037153985
SCUBE1,0.03714865
CIB4,0.037133615
ZNHIT2,0.03710632
AJAP1,0.03708722
PHF20L1,0.03703999
SERPINB2,0.037037395
LOXL4,0.037012886
ORMDL3,0.03700014
ANAPC2,0.036996182
COPS7B,0.036976513
LOC100129066,0.036962382
TRIM72,0.036959417
IL5RA,0.03695502
SIM2,0.03694593
DBR1,0.03693459
APH1A,0.036926474
SPG21,0.036909804
FAM22A,0.03682655
MRPL10,0.03682395
EGR4,0.03681567
CASD1,0.036809046
RAG1,0.03678547
KCNA7,0.03677386
KCNJ2,0.036762778
ALMS1P,0.03674802
GPR156,0.036744077
XDH,0.036677815
RRP1,0.03667244
SYN2,0.03665144
RIOK1,0.036613546
OR2A14,0.036599044
VPREB3,0.036590524
CCDC129,0.036588702
TNIP1,0.036576673
AKAP4,0.036540076
PNRC1,0.036528084
FAM196A,0.036518246
IL1F5,0.03651427
MMP12,0.036502544
PNPLA8,0.0364963
S100B,0.03648665
MCM10,0.036485758
RWDD3,0.036469866
MTMR9L,0.036465853
GLT8D1,0.03645746
MYNN,0.03643192
C8orf22,0.036410253
LOC100131691,0.036409844
ZFP42,0.036387295
GLIS3,0.036364377
SNORD73A,0.036349103
MFAP5,0.0363324
SULT1A2,0.036323626
CA6,0.036299102
PDYN,0.03627775
DBNDD2,0.036242757
KCNQ1,0.036224175
PCNT,0.036189314
SPINK4,0.036180083
DKK4,0.036163453
LPAR6,0.036159422
SERPINB5,0.03611568
CEP192,0.03609688
PPP4R2,0.03609607
GPR44,0.036072493
LOC339047,0.036057767
TMEM164,0.03603698
OR5P3,0.036034707
TRPC4AP,0.03603261
LOC100270804,0.035997003
AQP6,0.03595356
CENPM,0.035952684
LRP6,0.035941448
PRSS12,0.035922974
ABCC6P1,0.035915513
CES1,0.035910126
MOG,0.03590535
LANCL3,0.03590422
TAF5,0.035902128
EXT1,0.03590027
ERN1,0.035868816
TMEM38B,0.03586641
LDB1,0.035848364
C1orf170,0.035837583
STAC,0.03583688
GAGE4,0.035831932
IRGQ,0.035815224
PPYR1,0.03579024
TKT,0.035782732
FBXL8,0.035780683
ACACA,0.035779916
GALNT4,0.035737894
TREML3,0.03573044
KCNK5,0.035729937
HOXB4,0.035716508
FBXO8,0.035711043
FRMD7,0.03569516
TMEM167B,0.03567718
GNG3,0.0356628
ZNF805,0.03563609
FOXC1,0.035620477
LOC149620,0.035608187
CDC37L1,0.035600442
PSME3,0.03559471
PSIMCT-1,0.035590887
KCNU1,0.03554906
DEFB123,0.035541397
RBM5,0.03553446
TSC22D3,0.035506044
METTL7A,0.035491772
NCOR2,0.035488598
COL6A2,0.035479125
SYF2,0.035478674
RGS9BP,0.035456665
PXMP2,0.035455953
CAMK2N1,0.035455544
ZNF497,0.035439275
TADA2B,0.035426445
LOC150185,0.035420366
CAPN14,0.035403006
NPM3,0.03538576
FRMD3,0.035370115
PRAMEF17,0.03536913
LOC400927,0.035329368
GAGE10,0.035328757
HEXDC,0.03531737
CHODL,0.035296988
CHRDL2,0.035292834
TRPM6,0.035284802
ASB5,0.035281774
WWOX,0.035280507
WHSC1,0.03526561
PPP1R2P1,0.03522919
LOC619207,0.03522814
WDR37,0.03522498
GAB1,0.035182
EPM2AIP1,0.03516655
LOC388789,0.035164118
TMEM26,0.035152573
MYH8,0.035125107
GHRH,0.03510838
SGK494,0.03508406
MRPS18B,0.03506232
CXorf51,0.03505375
HMGB4,0.035049435
AUH,0.035026632
RPS14,0.035009712
C12orf77,0.035008844
FHL5,0.0350081
BPI,0.035001576
SLC9A5,0.035001416
C14orf138,0.03500037
CT47A7,0.03499929
IRF2BP2,0.03499027
OR6C1,0.034988936
GPR133,0.0349752
NRIP3,0.03497358
CD5L,0.03497073
RPL19,0.034961138
DEFB110,0.034953147
MTMR9,0.034949824
LOC100132287,0.034945536
STYXL1,0.034942973
C10orf2,0.03493606
FOXG1,0.03492582
UHRF1BP1,0.034918185
PRR23B,0.034914542
NES,0.034909762
CYP26A1,0.03490185
TMEM174,0.034888394
OR6Q1,0.03487876
MBD3L1,0.034878165
CTSL1,0.0348775
?,0.034871697
NANOS3,0.03486504
SYT8,0.03486239
UBE2U,0.0348349
MRPL55,0.034831926
TPRXL,0.034818422
NEUROD4,0.034813065
SEPT4,0.034807455
RNFT2,0.034801684
FABP5,0.03480124
ST3GAL1,0.034800764
FOXP4,0.03479771
PRG3,0.03477605
NDC80,0.03474372
PAX1,0.03473682
KRTCAP3,0.03473602
FBXO41,0.034720328
EZH2,0.03471112
KCNT1,0.034701724
SYN3,0.034684032
ADRA2B,0.034658775
GATC,0.03464673
C17orf91,0.03464092
MMP20,0.034638487
CTRB1,0.034613438
C20orf103,0.03460772
NTSR2,0.034605782
PLCB3,0.034597725
C3orf50,0.034583203
LLGL1,0.034579553
SCRN3,0.034577306
REG1A,0.034571
OR2C3,0.034567077
EPOR,0.034544285
GSDMB,0.03454337
GHDC,0.034533665
TRDMT1,0.03452441
OR6C2,0.03452356
IL17B,0.034517307
CWC25,0.034515377
TOE1,0.03451285
OXA1L,0.034501515
ZNF439,0.034498915
JMJD4,0.03447753
GRIK3,0.034473535
VRK1,0.034459844
FDPS,0.034456123
HDHD2,0.034449685
CYP19A1,0.034448624
SPC24,0.034440026
C1QL3,0.034432653
MMP19,0.034432534
TTC18,0.034428705
SIRT2,0.03440061
PLEKHM1P,0.034386523
MS4A5,0.03438594
C12orf42,0.034373898
ATP2B3,0.034365706
TCOF1,0.034356482
NFKBIL2,0.034352213
NAB1,0.034337766
KHSRP,0.0343309
KHDRBS3,0.034325436
XKR4,0.034312043
STRA6,0.034304634
RASGEF1C,0.03430329
GALM,0.034302544
FAM63A,0.03429605
WFIKKN1,0.03429449
HMGN4,0.034286965
ECSIT,0.034285642
PHOX2A,0.03427737
LTB4R,0.034273177
SNORA21,0.034252815
KIAA0317,0.034240503
C6orf142,0.034227364
HP,0.034223776
HHEX,0.034222446
KRT82,0.034216
DHRS4,0.03421535
USP13,0.034213264
LCTL,0.0342106
KRTAP10-3,0.034184936
USP1,0.034184076
ADD2,0.034180265
ZDHHC16,0.034170926
PLEKHA6,0.03415361
LARS2,0.034145918
SNORA61,0.03414104
CCL20,0.03413571
LYZL1,0.034133054
CXCR5,0.034131117
NUDT9,0.034108512
SLC25A16,0.034095433
SCARNA14,0.034088604
TBX19,0.034082457
NHEDC2,0.034068085
GJB6,0.034066584
GRIN2D,0.03405225
SPRYD5,0.03401712
EDN2,0.034001607
LARP4B,0.03400103
F2RL3,0.033994492
FGFBP3,0.0339915
LCN2,0.033975974
ZNF557,0.03397568
TRIML1,0.033971876
LOC100132354,0.033964712
STRN3,0.03395546
TCF7L1,0.033948306
PPP1R3B,0.033926647
MOBKL1A,0.03392629
IL1R2,0.033925086
BTBD6,0.03390448
DLX4,0.03389454
GEN1,0.033888713
ODAM,0.033856526
ADAM2,0.033851538
FOXRED2,0.033845164
IER5L,0.033844218
VIL1,0.033844072
ZDHHC18,0.03384222
PATZ1,0.033839084
GABRR1,0.033837814
GNB1L,0.03383493
ACN9,0.03382986
DYNC1LI1,0.033814613
OR52E8,0.033802357
MUSTN1,0.033794586
LCA5L,0.033785336
FOXL1,0.033783566
TSPAN33,0.03377865
ZGPAT,0.033769608
SIAE,0.033760507
PRR4,0.033755735
MYOZ1,0.03375354
GALNT2,0.033743657
CCNJ,0.033741362
RNF5P1,0.03373592
DCLRE1C,0.033724766
SLC27A2,0.033723384
MED18,0.033718884
TMEM194B,0.033718497
GPR6,0.033716176
C14orf149,0.033716165
PRDM9,0.033705868
ITPKB,0.0336957
SH3BP2,0.03369425
SKIL,0.0336778
LOC100240726,0.03367341
NR0B2,0.03366033
CXCL13,0.033651803
ACTL8,0.03364856
WASL,0.033644896
GDF11,0.033633273
HECW1,0.033616535
MRPS36,0.033610247
RNF212,0.03359839
ACBD7,0.03359383
GNG13,0.03358751
NAP1L5,0.033585973
RUNX3,0.033585805
NCAM1,0.03357818
LHX5,0.033562724
C6orf124,0.033561442
CLCNKA,0.033528168
DBF4B,0.03352729
LMAN1L,0.033526782
SLMO2,0.033519503
BRD7,0.03350015
PROX1,0.033495996
ANKZF1,0.03347786
CHRFAM7A,0.03347481
NUP35,0.033450726
PGAP3,0.033449475
BGLAP,0.03343986
KLK7,0.03341216
DLX6,0.033396747
B3GNT4,0.033392463
OR6V1,0.033386193
KLF12,0.033349697
CDH20,0.03334796
C7orf72,0.033335973
KRTAP5-9,0.03332246
LIN28B,0.03331215
C2CD4B,0.033304304
GLCCI1,0.03330265
OR6C65,0.03329781
MIER1,0.033297714
EGLN3,0.033295915
ANKRD50,0.03329332
KLHL34,0.033290654
ARHGEF33,0.033284068
SCRG1,0.03328405
ZBTB20,0.033274326
MUC20,0.033268757
C1orf133,0.033237323
GLTSCR2,0.033219356
DLX5,0.033210766
PPWD1,0.03319938
TMEM91,0.033181537
OR2T3,0.033180397
DNAJC5B,0.03317552
HNRNPD,0.033167247
ZMYND8,0.0331646
C1orf144,0.033163603
ZSCAN4,0.033158533
PROL1,0.033152994
IL28RA,0.033150554
TOMM34,0.033140022
RMRP,0.033130687
ATL2,0.033123896
METTL4,0.03311928
CCDC28B,0.03311893
MYO3B,0.033112235
FEZ2,0.03311046
RPGRIP1,0.033108912
IFIH1,0.03309891
HOXB8,0.033082854
COL4A5,0.03307667
DUSP21,0.03307287
MTERF,0.03306966
MT1H,0.033061165
PTCRA,0.033053227
EVC2,0.033052947
SLC27A6,0.033047404
KNTC1,0.033046234
HRC,0.03304423
INSL6,0.0330299
KIAA1908,0.033026226
SGK1,0.033020712
MAG,0.03301773
ZNF541,0.033006553
MSL2,0.033003803
C14orf147,0.03299344
RRAGD,0.03298408
LOC150381,0.032981716
RINT1,0.032981496
RAD51L3,0.032975435
CNBP,0.03297354
DPH3B,0.032957196
LRRC4,0.03294891
HDDC2,0.0329434
WNT9B,0.032940194
XPO5,0.032939747
GPR55,0.032938678
SYTL5,0.032919303
ZNF658,0.03290933
C4orf19,0.03290096
GRM6,0.03289549
PTMA,0.032892585
GTF2IRD2,0.032887377
TMEM14E,0.032886192
SNORA11B,0.0328768
C17orf61,0.03287408
PAEP,0.03287072
TMEM121,0.032870088
LOC145474,0.032851905
STMN3,0.032851018
CCDC116,0.032842398
GALNTL6,0.032837927
SKA1,0.03282125
CACNA1S,0.032816373
HAMP,0.032791916
AKR1C2,0.032789554
STMN1,0.03277975
ACPT,0.032766797
C1orf96,0.03275733
NMS,0.03275396
PGAM4,0.03275247
TLE3,0.032736313
LDHD,0.032733243
APPBP2,0.03273305
ANAPC5,0.03271268
ALDH3B1,0.03270637
URGCP,0.032698873
SPRY2,0.032693185
MSMP,0.032692984
CTBP1,0.03268161
CLK3,0.032671213
SLMAP,0.03263697
SPIB,0.03262926
LOC100133331,0.032626275
MND1,0.032615975
SMPDL3A,0.0326139
SACS,0.032603916
RBPJL,0.03260255
MAB21L1,0.032597065
AKD1,0.032594074
TFF1,0.032589387
RAPGEF3,0.032589052
C7orf29,0.03258416
DMRT3,0.032578416
SLC6A6,0.032561753
PKD1L3,0.032553524
SNRPC,0.032544296
SAPS3,0.032539684
RAC1,0.032530148
RIBC2,0.03251333
ZNF630,0.032503523
RAB2A,0.03249486
SNHG3-RCC1,0.032487717
ME1,0.03248412
DEFB105A,0.03247985
VCX2,0.032468814
SCGB1C1,0.032462586
SRF,0.032455616
KRT72,0.03245286
ZNF131,0.032445174
MRPL41,0.03244145
NAA35,0.03243854
KRTDAP,0.03243783
ZNF280B,0.03242214
SKP2,0.032409485
KLHL21,0.03239809
C6orf105,0.032396115
PTX4,0.032390274
HNRNPK,0.032387473
C3orf62,0.032378603
SRI,0.03237546
MCTP2,0.032369882
SLC25A20,0.03235856
SCFD1,0.03235783
HIST1H4B,0.032355044
EIF2C2,0.03235072
CSNK1A1,0.032343548
MT1E,0.032335132
ACE2,0.03233038
TEKT3,0.032329056
GHSR,0.03232821
TIFAB,0.032318644
PAM,0.032314498
PARP8,0.03231202
PLCH1,0.03230687
LOC400657,0.03228684
ROPN1,0.03228054
MOSPD3,0.03226648
PI4KA,0.032260936
NOS2,0.032258783
RHCG,0.03225878
NELL1,0.032251224
ELP2,0.032244958
ABCB7,0.03223686
SLC9A8,0.032226976
PXT1,0.03221792
VPREB1,0.0322082
C8orf47,0.032205988
C15orf59,0.032197073
GRP,0.032187287
SELL,0.032173008
C1orf229,0.03216669
MTMR2,0.032159682
SOHLH2,0.032158058
LOR,0.032157067
CACNG8,0.032143198
BET1,0.032118987
EPB42,0.032116532
OR2K2,0.032113288
TRAPPC2P1,0.03211273
C2orf39,0.032086983
CLDN10,0.032086954
SIRPG,0.03207469
KIF18B,0.032064166
PTGES,0.03205996
PAPSS1,0.03205575
MT1B,0.03205314
PAQR9,0.032041322
FLJ45340,0.032033257
RAB40B,0.03202719
GAGE2D,0.032023482
FAM75A5,0.032018818
PLA2G4A,0.03200597
KCNV1,0.032000456
EVC,0.03199156
EMX2,0.031990923
C4orf40,0.031987045
FAT3,0.03197904
LY75,0.031972557
DNHD1,0.03197156
MPHOSPH6,0.03196458
ACTA1,0.031957645
FCAMR,0.03195543
TGFB1,0.031953134
DAB2IP,0.031949986
OTOF,0.031941097
PLK5P,0.03193947
PITX2,0.031936403
MGC16142,0.031934664
SGK223,0.03193242
COPS8,0.031931523
SLC22A14,0.031926367
DKFZp779M0652,0.031925622
LRRC42,0.031918544
ZNF804A,0.03190246
RAP2A,0.03189976
MICALL1,0.0318934
WASH7P,0.031874944
MLN,0.03186228
RASL10B,0.031859674
FBXO47,0.03185919
ALX3,0.031854637
PIGM,0.031851996
DSCAM,0.031850442
RETSAT,0.031844035
ARHGEF38,0.031842258
ZNF250,0.03183884
STIL,0.031836126
WDR85,0.03183449
GNA15,0.03183439
AGMAT,0.031832002
CORO2B,0.031828355
HIF3A,0.0318237
LOC285456,0.03181897
PLXNA2,0.031815298
EIF6,0.03180515
CAPN3,0.03179586
STAT3,0.031789795
SNAR-E,0.031781618
NT5C2,0.03176074
FDFT1,0.03176038
HIST1H4E,0.031753886
LYZL4,0.031753387
BBOX1,0.031747296
COL9A1,0.031743687
LOC286002,0.031733114
VGLL3,0.031728182
C15orf23,0.031724714
CTSE,0.03172209
BCL7A,0.031709973
HERPUD2,0.031708926
PSG5,0.03170386
HDAC2,0.031701107
PPM1G,0.03169817
TLE4,0.031691335
SCARNA10,0.03169013
PTPRF,0.031664014
C17orf79,0.031659048
ST6GALNAC3,0.03165628
MRS2,0.031653587
TMEM200A,0.031649794
HEBP1,0.031645752
LAMB3,0.03164569
STX5,0.031645328
HAO1,0.031626884
NAT6,0.031613845
VPS25,0.031602748
CETN2,0.031600587
LOC344967,0.031599037
THNSL1,0.031595808
PSAP,0.0315933
TMC5,0.031585444
ARC,0.031566635
ESPL1,0.031565294
ABCC10,0.031561676
CCL3,0.03156022
EPHA4,0.03152992
PAK4,0.031517398
PAQR6,0.031517215
ASAH1,0.031511653
ARHGAP21,0.031507358
DEFB103B,0.031499106
NRAS,0.031493507
PPIL6,0.03149006
AGT,0.031481657
HTR1D,0.03147538
ZNF146,0.031453826
PPCDC,0.03144916
OR2W5,0.031449102
PAK7,0.031448558
HPS5,0.0314477
C20orf107,0.031442564
RPL37A,0.031434633
PPP3CB,0.031434346
GPR137B,0.031429503
C22orf23,0.031424586
HSPA9,0.03142202
C17orf102,0.03140511
PTF1A,0.031402547
KBTBD11,0.031395875
RANBP3L,0.031394724
GTF2H1,0.031388372
TNKS2,0.03138406
CDV3,0.031381454
KATNAL2,0.031376336
OR10G9,0.031365436
C8orf56,0.03136459
CXCL1,0.031357996
GATA1,0.03134939
RFX6,0.031342845
CAMK2N2,0.03133909
C14orf115,0.031328615
PPP2R5D,0.031327125
TTC21B,0.031317167
HIGD1B,0.0313165
SNORA76,0.03130394
CHAF1A,0.0313
CCDC62,0.03129094
ZFP28,0.031286787
LOC389333,0.031285025
CACNA1C,0.03128342
LOC550112,0.031280547
ARHGEF4,0.03126989
TLX1,0.031269122
ASPRV1,0.0312536
TSPAN14,0.031246599
PRKACB,0.03124398
CCR7,0.031238766
SYNGR4,0.031236252
PNRC2,0.031227212
DUSP9,0.031226473
CYP2B6,0.0312185
CDC42,0.031214505
CCNB1,0.031198526
EIF4B,0.031187905
C7orf47,0.031181905
FGD3,0.031175904
TMPRSS7,0.031175777
LOC729082,0.031175544
ANKS1A,0.031170925
USH1G,0.03117025
CPNE1,0.0311682
INPP5F,0.031163372
CARS,0.031160994
PLXNB3,0.031147638
SRCIN1,0.031145347
KLF15,0.031145236
CYP2C19,0.031137053
CCDC138,0.031130683
AOX2P,0.031127427
UCK1,0.031119006
SCARA3,0.031118875
TFAMP1,0.031118361
C12orf70,0.031111859
DHX37,0.031101411
TMEM139,0.031092985
TMEM56,0.031088615
OR2W1,0.031081006
SLC35A3,0.031068586
SERPINB12,0.031066224
KCNMB1,0.031064138
OR3A1,0.031064069
ARPM1,0.031058887
LIPC,0.031057332
MAFF,0.031055478
COTL1,0.031052083
RNF24,0.031050721
C19orf55,0.031049393
PHPT1,0.031047946
ZNF189,0.03104577
WNT3A,0.031030636
C16orf73,0.031012522
CCDC83,0.031011121
HERC1,0.031009248
